2,1,2,137456
5,0,0,47587
3,1,0,34544
4,0,0,41446
2,1,0,28868
5,0,2,144992
4,1,1,51939
3,0,3,801081
2,1,1,116532
5,1,2,93909
5,1,3,668541
0,1,2,176762
0,0,2,229204
3,1,2,68827
0,1,0,54149
5,1,0,34124
0,0,2,229134
0,0,1,158617
3,1,3,583466
2,0,2,179947
3,1,0,27097
4,0,2,127481
0,0,1,140918
4,1,0,35189
3,1,2,76667
4,1,2,79999
4,0,3,798117
0,0,3,1510807
4,1,0,46987
4,1,2,97071
0,0,3,1523419
0,1,3,1102781
2,0,2,189142
3,0,1,76870
5,1,0,27581
4,1,0,22730
4,1,3,582361
3,1,1,52260
3,0,0,48190
1,1,0,51455
0,1,1,128454
1,1,2,132397
0,0,2,233091
4,0,1,72063
1,1,1,78383
1,0,3,985602
0,0,2,221857
0,1,0,40664
3,0,0,46668
1,1,2,110817
1,0,1,99940
1,1,2,91844
2,0,1,124450
4,0,3,797524
4,1,3,583587
4,0,3,791605
3,1,2,84016
0,1,1,94962
2,1,2,159326
1,1,3,723890
0,0,1,137349
5,1,1,86269
2,1,2,139884
2,1,0,40584
1,0,0,49736
5,1,1,54682
1,0,0,55801
3,1,0,13544
4,0,3,796238
4,0,0,31049
0,0,1,159431
4,0,1,76776
5,1,1,62429
4,0,3,796092
3,0,1,87123
0,0,1,152799
4,0,2,105995
5,1,2,93621
4,1,0,34897
1,1,1,75173
4,0,1,78857
0,0,1,169565
0,1,0,65440
2,1,2,134941
1,0,2,142371
4,0,1,68153
0,0,3,1503590
4,0,3,794313
0,0,0,70188
4,0,3,788374
1,1,1,88879
5,0,3,896747
1,0,3,1006280
2,1,3,966033
5,0,1,97782
0,1,0,41293
2,1,0,59935
5,0,1,91743
5,0,2,138943
0,0,3,1506337
4,0,2,120913
5,1,3,643374
2,1,3,957844
3,1,1,58726
4,1,0,43927
3,0,1,71899
4,1,0,25458
5,0,3,898986
2,0,0,60135
5,0,1,79747
5,1,1,74086
3,0,2,128368
1,0,0,60386
5,1,2,86627
2,1,0,25461
4,1,3,603680
0,0,0,75598
3,1,3,598057
4,0,0,63539
3,0,2,118200
3,0,0,37102
0,1,1,107135
1,1,2,95511
3,1,2,84735
1,1,3,729348
0,0,1,153127
1,1,0,38356
0,0,3,1502496
5,0,2,136486
3,0,2,118419
1,0,2,160841
1,1,1,56974
1,0,0,21617
5,1,0,36038
1,0,1,120474
1,1,3,732293
3,1,0,39209
5,1,3,642571
5,1,0,19357
4,0,2,104278
2,1,1,108244
0,1,0,66756
3,0,3,805283
1,0,2,133438
5,0,2,145715
3,1,2,94589
2,1,1,95012
4,0,1,79711
5,0,2,141167
5,0,0,42963
1,1,1,66648
4,0,2,133365
2,0,0,69216
3,1,2,82637
4,0,3,795580
4,0,1,71122
2,1,1,78599
4,0,3,802262
3,1,0,33851
3,1,3,598255
0,0,3,1496915
4,0,1,90426
0,1,2,166737
4,1,0,41509
4,0,1,80395
4,1,1,52364
1,0,1,84920
2,0,1,136638
2,1,1,110564
1,1,1,68867
1,1,2,117989
5,0,1,81135
3,0,2,127968
0,1,0,53135
0,0,2,221646
2,0,1,113100
5,0,0,48918
2,1,1,88053
0,0,1,149910
4,1,3,584349
2,1,2,137760
4,1,3,575037
2,1,0,31980
2,1,1,99302
1,1,3,734074
2,0,0,60319
3,1,1,52809
4,1,3,594000
2,0,0,67717
2,0,0,76663
3,0,3,786986
1,1,2,119684
1,0,0,36004
5,0,3,882712
4,1,2,60854
5,1,1,62038
2,0,0,55149
2,1,0,40587
3,1,0,14076
0,0,3,1490312
1,1,2,128456
3,1,0,20901
1,0,2,137319
0,0,1,128914
0,1,2,173202
4,1,3,580624
3,1,2,83788
2,0,0,69478
5,1,2,98184
2,1,0,61631
3,1,1,55653
0,1,1,112200
0,0,1,126455
2,1,0,43546
1,1,2,120959
0,0,0,81373
1,0,2,166392
1,0,1,105461
5,1,0,27201
3,1,3,587075
5,0,0,30859
2,1,0,58169
5,0,1,74154
1,1,0,14141
5,0,2,127008
2,0,3,1305396
5,1,1,69851
1,0,3,985766
4,1,3,588199
3,0,2,120670
3,1,0,35130
4,0,1,72067
4,1,2,101421
5,1,0,40236
4,1,1,57944
5,1,0,30740
2,0,0,46055
2,1,1,80848
1,1,0,37593
0,1,0,30266
5,0,2,135763
5,0,2,121209
5,0,3,903155
1,0,0,60935
3,0,3,796528
5,0,3,907641
3,1,2,106878
5,1,2,107338
3,1,0,14694
4,1,3,597642
5,0,3,891793
2,0,1,122104
3,1,2,68367
1,1,0,31621
5,0,3,906708
4,1,1,49889
5,0,3,910924
5,0,0,52129
4,0,1,76231
2,1,1,105443
3,1,0,9864
3,0,3,819918
4,0,1,69825
4,0,0,33230
0,0,0,67397
4,1,3,610113
5,1,2,99780
0,1,1,107758
0,1,2,160636
0,0,1,149809
2,1,3,950445
4,0,1,71529
0,1,0,64768
4,1,3,584212
4,1,0,19593
4,0,2,112279
1,1,0,9260
2,1,3,937022
2,0,3,1304042
0,0,1,143278
0,0,3,1489433
0,1,0,59510
4,0,3,807600
4,1,2,83990
0,0,1,143170
0,0,1,156029
5,1,1,72810
4,0,2,120813
0,1,2,157734
3,0,3,782982
0,0,1,159491
1,0,1,84846
1,1,3,746126
3,0,2,114736
0,0,3,1491288
1,0,0,40886
2,0,2,186941
0,1,1,128958
1,0,2,130139
5,0,3,911353
1,1,1,75101
0,0,3,1519135
0,0,0,78376
1,0,2,143147
1,0,0,43886
0,0,1,144876
2,1,3,949962
1,0,3,997722
4,0,2,117461
4,1,0,35912
3,0,1,77812
0,1,3,1087420
4,0,1,89682
1,1,3,736596
1,0,2,149925
5,0,2,149176
3,1,2,99044
1,1,2,110612
2,1,3,938932
3,1,1,69517
1,1,1,73583
0,0,1,160594
2,0,1,129587
3,1,0,20884
0,1,1,95089
1,1,3,723299
1,1,2,109188
3,1,2,93215
3,0,2,116801
3,1,1,50139
2,0,2,194303
0,0,1,147526
2,1,2,153736
1,0,0,54765
3,0,3,794322
5,1,2,120319
2,0,0,77628
1,0,3,992469
1,0,1,107979
4,1,0,40656
3,0,2,132832
1,1,2,116879
0,1,1,107490
5,0,1,94494
1,1,1,60988
0,1,0,34488
1,0,0,64798
4,1,0,32975
4,0,2,114742
4,0,1,81182
5,1,0,29483
4,0,1,61011
2,0,2,194909
5,0,2,114841
2,1,3,946476
2,1,0,33577
0,0,3,1473561
1,1,1,75022
5,1,1,66576
0,0,0,76233
0,1,0,64330
1,0,0,47708
2,1,3,940608
5,0,3,888307
1,0,2,156819
3,1,1,73590
2,1,1,89183
5,0,0,45433
5,0,0,21677
0,0,1,139674
2,1,3,945818
3,1,1,59767
0,1,3,1080754
5,0,2,130415
1,1,3,732349
2,1,3,952055
2,0,0,72186
0,0,3,1489193
2,0,0,62839
4,1,3,563367
4,0,3,788582
2,1,0,32050
4,0,2,119176
0,0,0,67930
1,1,3,737288
1,0,2,140156
3,0,0,46654
3,0,1,88326
2,1,0,44011
0,1,1,114332
3,1,1,48660
4,0,2,118252
5,1,3,660866
4,0,2,102955
4,1,2,103575
1,0,0,48992
1,1,0,22610
3,1,3,597542
3,0,3,798277
1,0,1,93355
4,0,2,129546
4,0,3,802539
4,0,0,47683
5,0,2,124045
3,1,2,80469
5,0,1,93566
4,0,1,87976
1,0,3,997522
2,1,2,145283
2,0,3,1302624
4,1,3,582801
0,1,3,1093848
5,1,2,81946
3,0,0,37291
0,1,2,180820
5,1,0,42600
5,1,2,99443
3,0,2,119274
5,1,0,37034
4,1,1,60641
3,1,3,590119
2,0,1,151036
1,0,0,39050
0,1,3,1084422
1,1,2,117728
1,1,3,728939
1,1,0,31688
2,0,1,122050
3,1,3,567558
3,0,1,76037
5,0,1,92000
4,0,1,89625
1,1,1,74290
5,1,0,14223
3,1,0,20672
3,1,0,26319
3,1,0,33187
2,1,3,952981
5,1,3,659063
3,0,1,71999
5,1,1,66903
1,1,1,93850
3,1,3,576343
1,0,0,42518
2,1,2,131057
5,1,3,660114
4,0,3,807393
1,0,0,40719
4,1,2,101172
0,0,2,231103
4,1,0,15633
2,0,2,198302
5,0,2,120822
0,1,1,131004
0,1,3,1101707
3,1,3,579730
0,0,2,214039
5,1,3,647029
3,0,1,86362
5,1,1,58776
5,0,1,94747
2,1,1,107086
1,0,0,53372
4,0,0,40867
0,1,2,164436
1,0,1,98042
2,0,0,49843
2,1,1,98145
3,1,2,91280
3,1,3,576731
3,0,1,79315
0,1,1,100178
2,1,2,148972
0,1,0,43529
1,0,0,70959
0,0,3,1483963
1,1,2,129700
1,0,0,43733
4,0,2,119790
3,1,0,30922
0,0,0,65000
0,1,3,1093298
2,0,3,1310006
0,0,2,234686
4,1,0,23375
0,1,0,39036
0,0,0,74123
1,0,3,1015381
3,1,0,15171
1,0,0,45939
0,1,2,155294
2,1,1,102628
0,1,2,164697
2,1,1,93850
4,1,1,72918
5,1,0,33195
4,0,0,53018
3,0,1,92104
2,0,1,148986
0,0,2,230313
5,1,2,89893
4,0,0,42838
0,1,0,69597
0,1,3,1080027
2,1,1,96255
0,1,1,116244
5,1,2,115198
2,1,2,144762
3,1,3,583014
1,1,0,53971
3,0,0,37577
5,1,2,112572
1,0,1,111131
1,1,2,119261
3,1,2,89214
4,1,0,33976
0,1,2,185163
3,1,0,34172
1,0,0,50209
5,1,3,648017
1,1,1,68968
0,0,3,1489575
4,0,2,115783
3,1,2,78053
5,0,3,912396
2,1,1,99767
0,0,0,71786
2,0,0,72403
4,0,2,109460
5,0,0,20457
5,1,1,76264
5,1,3,654614
5,0,3,909350
5,0,0,40398
0,1,3,1070724
3,0,3,796321
2,0,3,1311864
4,1,3,584892
2,1,2,154709
3,0,0,53902
5,0,0,34476
5,0,2,131870
3,1,2,86085
3,1,2,91606
0,0,3,1481735
3,0,2,123969
3,0,0,42490
0,0,2,242124
2,1,0,46489
2,1,2,154568
3,0,2,107229
0,1,0,56595
0,0,1,132104
2,0,0,78964
3,0,0,39507
5,0,2,147715
3,0,0,28970
3,1,1,66218
3,1,2,87636
4,1,1,44572
0,0,1,167303
0,0,1,145345
2,1,0,52407
0,1,1,119502
1,1,2,120075
3,1,3,574146
5,1,3,651332
0,0,1,161362
4,0,1,95569
2,1,1,107764
3,0,3,806214
1,1,1,80855
5,1,2,104944
0,0,0,69933
1,1,3,740385
1,0,0,62711
4,1,1,50476
1,1,3,719837
1,1,0,58600
2,0,1,131578
2,1,1,90088
0,0,0,62773
3,1,2,81254
5,1,3,669606
1,1,3,725942
2,0,3,1278172
2,1,3,974896
3,1,2,86345
5,1,3,666261
2,0,1,115753
5,0,3,882891
4,0,3,793809
1,1,0,33238
1,0,1,80272
2,1,1,98418
5,1,1,45740
5,0,3,889706
5,0,3,903944
0,0,0,87382
2,1,2,146457
4,0,0,36462
3,1,3,576738
5,0,2,141635
0,1,3,1103152
0,0,1,140027
3,0,3,803777
4,1,2,92888
0,1,0,62992
1,1,0,44179
2,1,3,967965
4,0,1,88790
5,0,1,89112
2,1,1,108417
0,0,0,64853
0,1,2,180280
2,0,0,55874
0,1,0,51396
3,0,0,43769
0,0,1,134746
0,1,3,1091997
5,1,1,57164
0,0,0,72951
0,0,1,137266
5,1,1,72000
1,1,1,50311
5,1,0,20808
4,0,1,91679
0,1,2,173467
0,0,3,1511665
1,1,3,733718
5,1,0,36312
2,0,3,1296888
4,1,2,76066
1,0,1,96748
0,0,3,1494334
4,0,3,805651
2,0,0,71788
5,1,1,54189
5,1,2,91809
3,1,1,50363
4,1,2,80481
3,1,3,597021
1,1,0,28543
1,1,0,15618
1,0,0,59178
4,0,3,814881
2,1,3,960415
5,1,1,63108
1,0,1,99988
1,1,1,80777
5,0,0,43610
2,1,0,27884
3,1,2,81494
1,0,0,42718
1,0,0,56738
5,0,0,36415
2,0,2,204733
0,0,2,236868
5,1,1,73026
1,0,0,62960
5,1,2,114940
1,0,3,1004469
4,1,3,583989
2,1,1,97421
0,0,2,219669
5,1,1,48765
2,0,0,58956
4,1,2,88041
0,1,1,110070
3,1,1,62263
4,0,1,93253
0,1,1,113052
1,1,2,117300
0,1,1,113027
0,0,0,61716
5,0,3,913302
5,0,2,124835
5,0,2,151608
4,1,2,66520
4,0,0,54316
5,1,1,66851
3,0,1,97541
4,0,0,41971
4,1,0,8763
5,1,0,27019
2,0,1,115417
2,1,3,964815
1,1,0,48812
2,1,2,128815
2,1,3,943973
5,1,3,658489
2,1,2,153682
4,0,3,811541
4,1,2,85274
3,1,2,92167
2,1,2,143223
1,0,0,63267
1,1,2,105305
3,0,2,112433
1,1,1,75592
3,0,1,93856
1,0,1,100333
0,0,1,136702
5,0,3,893015
2,1,3,936841
5,0,3,908295
5,0,1,78263
1,1,0,45728
2,0,1,120267
1,1,3,744946
2,1,0,59567
2,1,0,49312
4,0,1,95748
2,0,3,1316250
4,1,3,579828
3,1,3,585636
0,0,2,234351
5,0,1,99491
5,0,3,909141
4,1,2,91570
0,0,3,1496569
5,0,1,96330
0,0,0,74260
0,1,3,1071525
4,0,1,88000
4,0,0,50761
3,0,0,16682
4,0,1,80716
4,0,3,807054
5,1,0,48083
0,1,0,52978
3,1,2,84234
4,0,0,40142
0,1,2,149687
5,1,3,684182
5,1,1,83392
1,1,3,730875
1,0,2,158503
3,0,0,35894
2,1,2,145455
1,1,2,114125
3,1,2,61815
3,1,0,34911
4,0,1,94000
3,1,1,58912
4,0,2,117110
1,1,0,41779
2,1,2,147946
4,1,2,74875
2,1,2,142784
0,1,1,96478
0,1,0,59887
2,0,3,1302630
4,1,1,66716
1,1,0,62352
1,0,3,1008324
3,0,1,89759
4,0,2,121250
5,1,2,115348
5,0,1,81932
3,0,3,812686
3,1,1,56739
4,1,1,60194
4,1,2,88503
1,0,3,999864
4,1,0,36247
2,1,1,85020
3,0,3,796666
4,1,1,51118
3,1,3,578873
3,0,3,805347
2,1,3,973079
4,0,3,789237
4,1,0,16915
2,1,1,93266
5,0,3,899565
4,1,2,74669
4,1,1,38142
5,1,0,28476
2,1,0,41303
1,1,2,128795
2,0,2,194299
1,1,0,40390
0,0,0,98227
2,1,3,950075
0,0,3,1506015
1,1,3,737728
5,0,3,907508
4,0,0,33900
5,1,3,659391
2,1,1,87134
0,1,1,103029
2,1,0,77753
1,0,0,53169
0,0,2,243654
4,1,0,28820
5,0,3,912356
4,1,0,31790
4,0,3,790216
3,0,0,33822
3,0,3,817411
4,0,3,806342
0,0,0,70832
3,1,0,41270
3,1,1,60105
5,0,2,145089
2,1,1,94988
2,0,2,193669
2,1,1,102560
0,0,0,62286
2,1,1,99266
2,0,3,1302749
0,1,1,119335
0,0,3,1516767
4,1,1,59327
4,0,1,80053
0,0,2,227103
2,1,2,138046
1,1,0,50669
5,1,3,661307
0,0,1,138595
3,1,0,41667
1,0,0,65806
2,0,0,78085
5,0,2,141155
0,1,3,1083188
0,1,3,1105719
0,0,3,1495826
1,0,3,1006223
2,1,2,138478
3,1,2,79297
3,1,2,90758
2,0,3,1292959
3,0,0,36069
2,1,2,145449
2,0,2,194765
4,1,0,18671
4,1,1,59474
5,0,1,89841
5,0,3,909587
3,1,3,594379
5,1,3,649921
2,0,0,58712
5,0,0,41233
3,0,2,121722
5,1,0,16515
5,0,2,128886
5,0,3,907775
3,1,0,47838
4,0,2,120175
4,0,2,120389
2,1,0,53656
4,0,2,127199
1,1,2,100167
2,1,1,94784
4,0,3,803086
3,0,3,793940
5,0,0,50398
0,0,2,208002
5,1,2,106040
5,0,3,888598
2,0,1,130614
0,0,2,232665
2,0,3,1318227
2,1,0,44129
3,0,2,116728
4,0,0,41801
5,1,0,55861
2,1,2,146754
0,0,0,74212
5,1,1,72500
5,0,0,43086
3,0,0,35714
0,0,0,56202
3,1,3,581161
5,0,3,891161
5,0,2,135099
1,0,0,48008
0,1,1,111349
3,1,2,99038
2,1,2,119166
2,1,3,945713
2,0,2,205040
0,0,3,1505499
4,1,3,592974
5,1,0,44097
3,1,1,58918
2,1,0,45670
5,0,2,128911
3,0,2,103705
5,1,2,104561
3,1,3,568194
0,0,0,63927
5,1,0,31522
1,0,0,53975
3,0,1,81830
3,1,2,82198
3,1,2,77881
5,0,2,128796
5,1,3,662160
3,1,2,82630
1,1,0,44034
4,0,1,97359
1,0,0,45246
5,0,3,900288
4,0,1,80644
2,1,0,57769
2,1,0,49584
3,0,1,77158
1,0,2,159331
1,0,3,983785
2,0,2,198054
2,1,1,102440
3,0,1,60484
1,0,0,60186
3,0,1,71947
0,0,3,1502631
1,1,2,105178
4,1,2,98646
2,1,2,156628
5,0,1,76932
5,1,0,40867
0,1,3,1094472
4,1,0,15992
5,0,0,24486
1,1,3,723910
2,0,2,194223
0,1,0,50160
3,0,0,24377
4,0,1,82075
4,1,0,17692
3,0,1,81153
0,0,3,1490956
5,0,2,150965
3,1,0,23034
5,0,0,59892
0,1,2,170150
5,1,3,650527
3,1,3,576229
5,0,3,897125
1,1,2,120685
4,1,1,59383
4,0,3,793568
4,1,2,94239
5,1,2,97445
1,0,1,112124
0,0,1,142417
1,1,3,729017
5,1,3,663366
2,1,3,942512
2,1,3,927587
4,1,2,100408
4,0,2,113324
3,0,2,111934
3,1,3,575744
3,1,1,42549
0,0,0,92349
1,1,2,94631
0,0,0,86490
2,1,1,84695
2,0,0,69933
4,0,2,125848
4,1,1,53729
2,0,3,1306771
2,1,1,86393
2,0,1,127634
1,1,0,29128
5,1,3,656508
3,1,0,31514
1,0,1,106121
4,0,2,102591
3,0,1,64659
0,0,3,1490053
4,1,0,13185
3,1,3,567232
4,0,0,36810
1,1,2,114891
5,1,2,97348
0,1,0,54656
5,1,3,659380
3,1,0,26979
1,1,3,743418
4,0,3,817681
0,0,3,1507431
4,1,2,82037
0,1,0,38057
0,0,3,1504119
4,1,0,31164
2,0,1,153401
2,0,2,203343
1,1,0,43488
0,1,0,65192
1,0,3,991177
3,1,3,564024
2,1,0,43977
2,0,3,1290650
1,0,3,1019819
0,0,1,170132
2,1,0,47319
5,0,0,28377
4,1,0,44562
2,0,2,203264
2,0,1,128250
4,0,0,30253
3,1,2,76872
0,1,2,157564
4,0,3,794019
1,0,0,52827
5,1,0,48008
5,0,3,886758
1,1,1,66245
0,0,2,226315
4,1,0,27461
5,1,3,643067
1,1,0,39860
2,0,0,79352
4,0,3,806435
1,1,1,77115
5,1,2,104435
4,1,0,22848
4,1,2,74291
3,0,1,90890
5,0,0,41638
3,0,3,808790
5,0,1,88870
0,1,1,107804
0,0,2,234908
4,1,2,87410
4,1,1,54979
1,1,2,98213
1,0,2,139824
4,0,1,81728
4,0,3,802364
4,0,2,129566
2,1,2,140643
1,1,0,42212
3,0,2,130445
5,0,3,899238
1,1,1,85863
3,0,2,114814
3,0,0,21197
4,1,2,96566
4,0,3,801194
5,1,0,34088
3,0,1,89225
2,1,3,956332
4,1,3,580448
1,1,0,43533
3,0,0,25205
3,0,3,793439
2,1,3,940154
3,0,1,104972
0,0,2,220771
2,1,1,97914
5,0,0,40852
0,1,1,117808
4,1,3,592724
2,0,2,184088
5,0,0,40524
1,1,3,732757
4,0,0,44347
4,0,2,118074
0,0,2,219033
1,0,3,1011124
4,0,1,64391
3,1,2,87006
4,1,2,76850
2,1,3,935960
5,0,1,90093
5,0,3,914113
4,1,0,19947
1,1,1,71507
4,1,1,48785
2,1,2,142192
4,0,0,38380
0,1,0,49803
3,1,0,24316
3,1,1,56266
4,1,1,44879
5,1,2,97467
4,1,0,32432
0,1,1,116637
3,0,0,37571
4,1,1,62157
5,1,3,653948
5,0,2,137760
2,0,2,193447
5,1,0,21527
5,0,2,134220
5,1,2,91442
2,1,1,99698
2,0,0,69115
4,0,0,36451
5,1,2,105440
4,1,2,100302
3,0,2,114741
3,1,2,82446
1,1,3,727866
3,0,3,811176
0,1,3,1110413
4,1,1,60906
1,0,0,44170
1,1,2,118922
5,0,3,908385
2,1,2,151057
2,1,0,32698
2,0,0,64305
3,0,2,120303
4,1,0,28599
0,0,1,132259
1,1,2,99059
3,1,2,81111
0,0,1,131179
1,0,2,153261
0,0,2,231893
0,1,0,66939
3,1,1,66703
2,0,2,191503
4,0,2,116141
5,1,3,662214
3,1,0,28971
3,0,0,50381
4,0,1,91287
4,1,1,60074
2,0,1,136749
1,1,3,741225
5,1,3,665831
1,0,1,93297
5,0,2,128608
1,0,2,161655
3,1,0,33608
1,1,3,740831
1,0,1,112776
2,1,3,953812
3,0,1,84987
4,0,1,97299
2,0,2,205874
5,1,2,100374
0,0,1,146762
3,0,0,36433
0,0,0,64724
0,0,2,224127
1,1,3,728195
3,0,1,83615
3,0,1,90838
3,1,0,28144
1,0,0,67519
2,1,2,142514
0,1,0,46353
0,1,2,174130
1,0,2,154023
5,1,1,45986
3,1,2,74023
0,1,0,49751
0,0,2,212674
1,1,3,736725
0,1,0,46521
5,0,0,44560
0,1,0,58908
4,1,3,574311
3,1,3,586193
4,1,0,33168
1,1,2,97747
1,1,1,67214
1,1,1,61863
3,1,0,34100
2,0,0,63743
4,1,1,55263
5,0,3,894195
5,1,2,100025
0,1,1,102674
1,1,1,80379
3,1,3,593583
3,1,1,61595
1,0,3,994640
4,0,3,786515
1,1,2,127099
5,0,2,145117
0,0,3,1505188
5,0,3,902554
3,0,3,815636
2,1,3,957125
5,1,2,101277
4,0,2,127828
1,1,0,45318
4,1,1,50849
3,1,0,18142
4,0,1,65781
4,0,1,68616
4,1,3,577459
0,0,0,69556
2,0,3,1298067
2,0,2,195935
3,1,0,12785
4,1,1,60762
0,0,1,144494
0,1,1,109066
1,0,1,94579
0,0,1,160082
1,0,0,57032
0,0,0,64872
4,0,1,70522
4,1,1,48338
3,0,1,79414
2,1,2,139537
3,1,3,569819
0,1,1,116330
4,1,1,60351
4,1,1,73127
2,1,0,32108
5,1,0,22856
2,1,3,943584
2,1,1,95550
1,1,3,729500
2,0,0,58857
4,0,2,101787
2,0,2,199579
5,0,0,43761
2,1,3,950286
5,1,0,12113
4,0,2,119329
1,1,1,73907
0,0,0,66146
1,0,2,148805
5,0,3,887306
1,1,1,61906
4,0,0,39554
0,1,1,110636
3,1,0,38432
0,0,3,1492315
3,0,2,106349
0,1,0,55565
2,1,0,43185
3,0,2,113310
3,1,1,47813
1,0,2,156348
1,0,3,995183
3,1,2,91646
5,0,1,91287
2,0,3,1295339
3,0,2,134334
5,0,2,132424
5,0,1,81932
1,0,0,35800
1,0,1,110641
5,1,1,92379
1,1,2,109965
1,1,3,718782
5,1,1,75048
3,1,1,48097
0,1,0,45160
2,0,3,1301642
1,1,3,730462
2,1,3,955147
2,1,0,31198
1,0,0,53100
3,1,0,33356
4,1,0,33511
1,1,3,743684
1,1,0,42113
2,0,2,204447
2,0,1,131375
1,1,1,63168
1,0,0,54713
0,0,3,1500138
4,0,0,46903
4,1,2,87183
1,0,3,986186
4,1,0,46365
4,0,1,74769
4,1,1,57624
3,1,1,61902
4,0,2,112412
4,1,3,587954
0,1,3,1087898
3,1,2,89429
4,0,2,110925
5,0,1,106724
4,0,1,83883
0,1,1,100178
1,0,1,113100
0,0,2,232955
